# kaynak veri/kopru/capraz_kontrol.npz; CSV 1/10 seyreltildi, PNG tam cozunurlukten cizildi; voltaj maks fark 0 mV
# dogrulama_capraz.png kaynak verisi
t_ms,v_hoc,v_py,fark_mV
1894,-55.6204,-55.6204,0
1894.25,-55.5794,-55.5794,0
1894.5,-55.538,-55.538,0
1894.75,-55.4964,-55.4964,0
1895,-55.4545,-55.4545,0
1895.25,-55.4122,-55.4122,0
1895.5,-55.3696,-55.3696,0
1895.75,-55.3266,-55.3266,0
1896,-55.2833,-55.2833,0
1896.25,-55.2396,-55.2396,0
1896.5,-55.1955,-55.1955,0
1896.75,-55.151,-55.151,0
1897,-55.1061,-55.1061,0
1897.25,-55.0607,-55.0607,0
1897.5,-55.0149,-55.0149,0
1897.75,-54.9686,-54.9686,0
1898,-54.9217,-54.9217,0
1898.25,-54.8744,-54.8744,0
1898.5,-54.8264,-54.8264,0
1898.75,-54.7779,-54.7779,0
1899,-54.7288,-54.7288,0
1899.25,-54.679,-54.679,0
1899.5,-54.6285,-54.6285,0
1899.75,-54.5773,-54.5773,0
1900,-54.5253,-54.5253,0
1900.25,-54.4725,-54.4725,0
1900.5,-54.4189,-54.4189,0
1900.75,-54.3643,-54.3643,0
1901,-54.3088,-54.3088,0
1901.25,-54.2522,-54.2522,0
1901.5,-54.1946,-54.1946,0
1901.75,-54.1358,-54.1358,0
1902,-54.0757,-54.0757,0
1902.25,-54.0142,-54.0142,0
1902.5,-53.9513,-53.9513,0
1902.75,-53.8869,-53.8869,0
1903,-53.8207,-53.8207,0
1903.25,-53.7527,-53.7527,0
1903.5,-53.6826,-53.6826,0
1903.75,-53.6104,-53.6104,0
1904,-53.5357,-53.5357,0
1904.25,-53.4584,-53.4584,0
1904.5,-53.3781,-53.3781,0
1904.75,-53.2945,-53.2945,0
1905,-53.2072,-53.2072,0
1905.25,-53.1157,-53.1157,0
1905.5,-53.0194,-53.0194,0
1905.75,-52.9177,-52.9177,0
1906,-52.8096,-52.8096,0
1906.25,-52.6941,-52.6941,0
1906.5,-52.5697,-52.5697,0
1906.75,-52.4347,-52.4347,0
1907,-52.2865,-52.2865,0
1907.25,-52.1217,-52.1217,0
1907.5,-51.9354,-51.9354,0
1907.75,-51.7203,-51.7203,0
1908,-51.4644,-51.4644,0
1908.25,-51.1471,-51.1471,0
1908.5,-50.7271,-50.7271,0
1908.75,-50.1031,-50.1031,0
1909,-48.8864,-48.8864,0
1909.25,-39.6533,-39.6533,0
1909.5,21.7991,21.7991,0
1909.75,2.75258,2.75258,0
1910,-11.1102,-11.1102,0
1910.25,-21.4413,-21.4413,0
1910.5,-31.5099,-31.5099,0
1910.75,-42.2486,-42.2486,0
1911,-48.7217,-48.7217,0
1911.25,-51.5028,-51.5028,0
1911.5,-52.8502,-52.8502,0
1911.75,-53.5734,-53.5734,0
1912,-53.9942,-53.9942,0
1912.25,-54.2643,-54.2643,0
1912.5,-54.461,-54.461,0
1912.75,-54.6249,-54.6249,0
1913,-54.7771,-54.7771,0
1913.25,-54.9284,-54.9284,0
1913.5,-55.0836,-55.0836,0
1913.75,-55.2445,-55.2445,0
1914,-55.4109,-55.4109,0
1914.25,-55.5821,-55.5821,0
1914.5,-55.7568,-55.7568,0
1914.75,-55.9335,-55.9335,0
1915,-56.1112,-56.1112,0
1915.25,-56.2885,-56.2885,0
1915.5,-56.4645,-56.4645,0
1915.75,-56.6382,-56.6382,0
1916,-56.8091,-56.8091,0
1916.25,-56.9764,-56.9764,0
1916.5,-57.1398,-57.1398,0
1916.75,-57.2989,-57.2989,0
1917,-57.4534,-57.4534,0
1917.25,-57.6032,-57.6032,0
1917.5,-57.7482,-57.7482,0
1917.75,-57.8883,-57.8883,0
1918,-58.0234,-58.0234,0
1918.25,-58.1535,-58.1535,0
1918.5,-58.2788,-58.2788,0
1918.75,-58.3993,-58.3993,0
1919,-58.515,-58.515,0
1919.25,-58.626,-58.626,0
1919.5,-58.7325,-58.7325,0
1919.75,-58.8345,-58.8345,0
1920,-58.9322,-58.9322,0
1920.25,-59.0257,-59.0257,0
1920.5,-59.115,-59.115,0
1920.75,-59.2004,-59.2004,0
1921,-59.282,-59.282,0
1921.25,-59.3598,-59.3598,0
1921.5,-59.434,-59.434,0
1921.75,-59.5047,-59.5047,0
1922,-59.572,-59.572,0
1922.25,-59.6361,-59.6361,0
1922.5,-59.697,-59.697,0
1922.75,-59.7548,-59.7548,0
1923,-59.8097,-59.8097,0
1923.25,-59.8618,-59.8618,0
1923.5,-59.9111,-59.9111,0
1923.75,-59.9578,-59.9578,0
1924,-60.0019,-60.0019,0
1924.25,-60.0435,-60.0435,0
1924.5,-60.0827,-60.0827,0
1924.75,-60.1196,-60.1196,0
1925,-60.1543,-60.1543,0
1925.25,-60.1869,-60.1869,0
1925.5,-60.2174,-60.2174,0
1925.75,-60.2459,-60.2459,0
1926,-60.2724,-60.2724,0
1926.25,-60.2971,-60.2971,0
1926.5,-60.32,-60.32,0
1926.75,-60.3411,-60.3411,0
1927,-60.3606,-60.3606,0
1927.25,-60.3784,-60.3784,0
1927.5,-60.3947,-60.3947,0
1927.75,-60.4094,-60.4094,0
1928,-60.4227,-60.4227,0
1928.25,-60.4345,-60.4345,0
1928.5,-60.445,-60.445,0
1928.75,-60.4541,-60.4541,0
1929,-60.462,-60.462,0
1929.25,-60.4686,-60.4686,0
1929.5,-60.4741,-60.4741,0
1929.75,-60.4783,-60.4783,0
1930,-60.4815,-60.4815,0
1930.25,-60.4836,-60.4836,0
1930.5,-60.4846,-60.4846,0
1930.75,-60.4846,-60.4846,0
1931,-60.4836,-60.4836,0
1931.25,-60.4816,-60.4816,0
1931.5,-60.4787,-60.4787,0
1931.75,-60.475,-60.475,0
1932,-60.4703,-60.4703,0
1932.25,-60.4649,-60.4649,0
1932.5,-60.4586,-60.4586,0
1932.75,-60.4515,-60.4515,0
1933,-60.4436,-60.4436,0
1933.25,-60.435,-60.435,0
1933.5,-60.4257,-60.4257,0
1933.75,-60.4157,-60.4157,0
1934,-60.4051,-60.4051,0
1934.25,-60.3937,-60.3937,0
1934.5,-60.3818,-60.3818,0
1934.75,-60.3692,-60.3692,0
1935,-60.356,-60.356,0
1935.25,-60.3422,-60.3422,0
1935.5,-60.3279,-60.3279,0
1935.75,-60.313,-60.313,0
1936,-60.2976,-60.2976,0
1936.25,-60.2816,-60.2816,0
1936.5,-60.2652,-60.2652,0
1936.75,-60.2483,-60.2483,0
1937,-60.2309,-60.2309,0
1937.25,-60.2131,-60.2131,0
1937.5,-60.1948,-60.1948,0
1937.75,-60.176,-60.176,0
1938,-60.1569,-60.1569,0
1938.25,-60.1373,-60.1373,0
1938.5,-60.1173,-60.1173,0
1938.75,-60.097,-60.097,0
1939,-60.0763,-60.0763,0
1939.25,-60.0552,-60.0552,0
1939.5,-60.0337,-60.0337,0
1939.75,-60.0119,-60.0119,0
1940,-59.9898,-59.9898,0
1940.25,-59.9673,-59.9673,0
1940.5,-59.9445,-59.9445,0
1940.75,-59.9214,-59.9214,0
1941,-59.898,-59.898,0
1941.25,-59.8743,-59.8743,0
1941.5,-59.8503,-59.8503,0
1941.75,-59.826,-59.826,0
1942,-59.8015,-59.8015,0
1942.25,-59.7767,-59.7767,0
1942.5,-59.7516,-59.7516,0
1942.75,-59.7263,-59.7263,0
1943,-59.7007,-59.7007,0
1943.25,-59.6749,-59.6749,0
1943.5,-59.6489,-59.6489,0
1943.75,-59.6226,-59.6226,0
1944,-59.5961,-59.5961,0
1944.25,-59.5694,-59.5694,0
1944.5,-59.5425,-59.5425,0
1944.75,-59.5153,-59.5153,0
1945,-59.488,-59.488,0
1945.25,-59.4605,-59.4605,0
1945.5,-59.4327,-59.4327,0
1945.75,-59.4048,-59.4048,0
1946,-59.3767,-59.3767,0
1946.25,-59.3484,-59.3484,0
1946.5,-59.32,-59.32,0
1946.75,-59.2913,-59.2913,0
1947,-59.2625,-59.2625,0
1947.25,-59.2336,-59.2336,0
1947.5,-59.2045,-59.2045,0
1947.75,-59.1752,-59.1752,0
1948,-59.1457,-59.1457,0
1948.25,-59.1161,-59.1161,0
1948.5,-59.0864,-59.0864,0
1948.75,-59.0565,-59.0565,0
1949,-59.0265,-59.0265,0
1949.25,-58.9963,-58.9963,0
1949.5,-58.966,-58.966,0
1949.75,-58.9356,-58.9356,0
1950,-58.905,-58.905,0
1950.25,-58.8743,-58.8743,0
1950.5,-58.8435,-58.8435,0
1950.75,-58.8125,-58.8125,0
1951,-58.7814,-58.7814,0
1951.25,-58.7502,-58.7502,0
1951.5,-58.7189,-58.7189,0
1951.75,-58.6875,-58.6875,0
1952,-58.6559,-58.6559,0
1952.25,-58.6242,-58.6242,0
1952.5,-58.5925,-58.5925,0
1952.75,-58.5606,-58.5606,0
1953,-58.5286,-58.5286,0
1953.25,-58.4964,-58.4964,0
1953.5,-58.4642,-58.4642,0
1953.75,-58.4319,-58.4319,0
1954,-58.3995,-58.3995,0
1954.25,-58.3669,-58.3669,0
1954.5,-58.3343,-58.3343,0
1954.75,-58.3015,-58.3015,0
1955,-58.2687,-58.2687,0
1955.25,-58.2357,-58.2357,0
1955.5,-58.2027,-58.2027,0
1955.75,-58.1695,-58.1695,0
1956,-58.1363,-58.1363,0
1956.25,-58.1029,-58.1029,0
1956.5,-58.0695,-58.0695,0
1956.75,-58.0359,-58.0359,0
1957,-58.0023,-58.0023,0
1957.25,-57.9685,-57.9685,0
1957.5,-57.9347,-57.9347,0
1957.75,-57.9008,-57.9008,0
1958,-57.8667,-57.8667,0
1958.25,-57.8326,-57.8326,0
1958.5,-57.7984,-57.7984,0
1958.75,-57.764,-57.764,0
1959,-57.7296,-57.7296,0
1959.25,-57.6951,-57.6951,0
1959.5,-57.6604,-57.6604,0
1959.75,-57.6257,-57.6257,0
1960,-57.5909,-57.5909,0
1960.25,-57.556,-57.556,0
1960.5,-57.5209,-57.5209,0
1960.75,-57.4858,-57.4858,0
1961,-57.4505,-57.4505,0
1961.25,-57.4152,-57.4152,0
1961.5,-57.3797,-57.3797,0
1961.75,-57.3442,-57.3442,0
1962,-57.3085,-57.3085,0
1962.25,-57.2727,-57.2727,0
1962.5,-57.2368,-57.2368,0
1962.75,-57.2008,-57.2008,0
1963,-57.1647,-57.1647,0
1963.25,-57.1285,-57.1285,0
1963.5,-57.0921,-57.0921,0
1963.75,-57.0556,-57.0556,0
1964,-57.019,-57.019,0
1964.25,-56.9823,-56.9823,0
1964.5,-56.9454,-56.9454,0
1964.75,-56.9084,-56.9084,0
1965,-56.8713,-56.8713,0
1965.25,-56.8341,-56.8341,0
1965.5,-56.7967,-56.7967,0
1965.75,-56.7592,-56.7592,0
1966,-56.7215,-56.7215,0
1966.25,-56.6837,-56.6837,0
1966.5,-56.6457,-56.6457,0
1966.75,-56.6076,-56.6076,0
1967,-56.5693,-56.5693,0
1967.25,-56.5308,-56.5308,0
1967.5,-56.4922,-56.4922,0
1967.75,-56.4534,-56.4534,0
1968,-56.4145,-56.4145,0
1968.25,-56.3754,-56.3754,0
1968.5,-56.336,-56.336,0
1968.75,-56.2965,-56.2965,0
1969,-56.2568,-56.2568,0
1969.25,-56.2169,-56.2169,0
1969.5,-56.1768,-56.1768,0
1969.75,-56.1365,-56.1365,0
1970,-56.096,-56.096,0
1970.25,-56.0552,-56.0552,0
1970.5,-56.0142,-56.0142,0
1970.75,-55.973,-55.973,0
1971,-55.9316,-55.9316,0
1971.25,-55.8898,-55.8898,0
1971.5,-55.8478,-55.8478,0
1971.75,-55.8056,-55.8056,0
1972,-55.763,-55.763,0
1972.25,-55.7202,-55.7202,0
1972.5,-55.6771,-55.6771,0
1972.75,-55.6336,-55.6336,0
1973,-55.5899,-55.5899,0
1973.25,-55.5457,-55.5457,0
1973.5,-55.5013,-55.5013,0
1973.75,-55.4565,-55.4565,0
1974,-55.4113,-55.4113,0
1974.25,-55.3657,-55.3657,0
1974.5,-55.3197,-55.3197,0
1974.75,-55.2733,-55.2733,0
1975,-55.2265,-55.2265,0
1975.25,-55.1791,-55.1791,0
1975.5,-55.1313,-55.1313,0
1975.75,-55.083,-55.083,0
1976,-55.0342,-55.0342,0
1976.25,-54.9848,-54.9848,0
1976.5,-54.9349,-54.9349,0
1976.75,-54.8843,-54.8843,0
1977,-54.8331,-54.8331,0
1977.25,-54.7812,-54.7812,0
1977.5,-54.7286,-54.7286,0
1977.75,-54.6753,-54.6753,0
1978,-54.6212,-54.6212,0
1978.25,-54.5663,-54.5663,0
1978.5,-54.5104,-54.5104,0
1978.75,-54.4537,-54.4537,0
1979,-54.3959,-54.3959,0
1979.25,-54.3371,-54.3371,0
1979.5,-54.2772,-54.2772,0
1979.75,-54.216,-54.216,0
1980,-54.1536,-54.1536,0
1980.25,-54.0898,-54.0898,0
1980.5,-54.0245,-54.0245,0
1980.75,-53.9576,-53.9576,0
1981,-53.889,-53.889,0
1981.25,-53.8184,-53.8184,0
1981.5,-53.7458,-53.7458,0
1981.75,-53.671,-53.671,0
1982,-53.5937,-53.5937,0
1982.25,-53.5136,-53.5136,0
1982.5,-53.4306,-53.4306,0
1982.75,-53.3441,-53.3441,0
1983,-53.2539,-53.2539,0
1983.25,-53.1593,-53.1593,0
1983.5,-53.06,-53.06,0
1983.75,-52.955,-52.955,0
1984,-52.8435,-52.8435,0
1984.25,-52.7243,-52.7243,0
1984.5,-52.5961,-52.5961,0
1984.75,-52.4569,-52.4569,0
1985,-52.3042,-52.3042,0
1985.25,-52.1343,-52.1343,0
1985.5,-51.9421,-51.9421,0
1985.75,-51.7199,-51.7199,0
1986,-51.455,-51.455,0
1986.25,-51.125,-51.125,0
1986.5,-50.6843,-50.6843,0
1986.75,-50.0167,-50.0167,0
1987,-48.6271,-48.6271,0
1987.25,-34.8259,-34.8259,0
1987.5,19.4216,19.4216,0
1987.75,0.607074,0.607074,0
1988,-12.5949,-12.5949,0
1988.25,-22.6909,-22.6909,0
1988.5,-32.9099,-32.9099,0
1988.75,-43.3878,-43.3878,0
1989,-49.2003,-49.2003,0
1989.25,-51.7046,-51.7046,0
1989.5,-52.9334,-52.9334,0
1989.75,-53.5962,-53.5962,0
1990,-53.9828,-53.9828,0
1990.25,-54.232,-54.232,0
1990.5,-54.4147,-54.4147,0
1990.75,-54.5683,-54.5683,0
1991,-54.7122,-54.7122,0
1991.25,-54.8562,-54.8562,0
1991.5,-55.0045,-55.0045,0
1991.75,-55.1587,-55.1587,0
1992,-55.3186,-55.3186,0
1992.25,-55.4833,-55.4833,0
1992.5,-55.6514,-55.6514,0
1992.75,-55.8218,-55.8218,0
1993,-55.993,-55.993,0
1993.25,-56.164,-56.164,0
1993.5,-56.3337,-56.3337,0
1993.75,-56.5014,-56.5014,0
1994,-56.6662,-56.6662,0
1994.25,-56.8277,-56.8277,0
1994.5,-56.9855,-56.9855,0
1994.75,-57.139,-57.139,0
1995,-57.2882,-57.2882,0
1995.25,-57.4328,-57.4328,0
1995.5,-57.5728,-57.5728,0
1995.75,-57.7079,-57.7079,0
1996,-57.8383,-57.8383,0
1996.25,-57.9639,-57.9639,0
1996.5,-58.0848,-58.0848,0
1996.75,-58.201,-58.201,0
1997,-58.3126,-58.3126,0
1997.25,-58.4196,-58.4196,0
1997.5,-58.5222,-58.5222,0
1997.75,-58.6205,-58.6205,0
1998,-58.7146,-58.7146,0
1998.25,-58.8046,-58.8046,0
1998.5,-58.8906,-58.8906,0
1998.75,-58.9728,-58.9728,0
1999,-59.0511,-59.0511,0
1999.25,-59.1259,-59.1259,0
1999.5,-59.1971,-59.1971,0
1999.75,-59.2649,-59.2649,0
2000,-59.3295,-59.3295,0
2000.25,-59.3908,-59.3908,0
2000.5,-59.4491,-59.4491,0
2000.75,-59.5044,-59.5044,0
2001,-59.5568,-59.5568,0
2001.25,-59.6064,-59.6064,0
2001.5,-59.6533,-59.6533,0
2001.75,-59.6977,-59.6977,0
2002,-59.7396,-59.7396,0
2002.25,-59.779,-59.779,0
2002.5,-59.8161,-59.8161,0
2002.75,-59.851,-59.851,0
2003,-59.8836,-59.8836,0
2003.25,-59.9142,-59.9142,0
2003.5,-59.9428,-59.9428,0
2003.75,-59.9694,-59.9694,0
2004,-59.994,-59.994,0
2004.25,-60.0169,-60.0169,0
2004.5,-60.038,-60.038,0
2004.75,-60.0574,-60.0574,0
2005,-60.0751,-60.0751,0
2005.25,-60.0912,-60.0912,0
2005.5,-60.1058,-60.1058,0
2005.75,-60.1189,-60.1189,0
2006,-60.1306,-60.1306,0
2006.25,-60.1409,-60.1409,0
2006.5,-60.1498,-60.1498,0
2006.75,-60.1574,-60.1574,0
2007,-60.1638,-60.1638,0
2007.25,-60.1689,-60.1689,0
2007.5,-60.1729,-60.1729,0
2007.75,-60.1757,-60.1757,0
2008,-60.1774,-60.1774,0
2008.25,-60.178,-60.178,0
2008.5,-60.1776,-60.1776,0
2008.75,-60.1762,-60.1762,0
2009,-60.1738,-60.1738,0
2009.25,-60.1705,-60.1705,0
2009.5,-60.1662,-60.1662,0
2009.75,-60.1611,-60.1611,0
2010,-60.1551,-60.1551,0
2010.25,-60.1483,-60.1483,0
2010.5,-60.1407,-60.1407,0
2010.75,-60.1323,-60.1323,0
2011,-60.1231,-60.1231,0
2011.25,-60.1133,-60.1133,0
2011.5,-60.1026,-60.1026,0
2011.75,-60.0913,-60.0913,0
2012,-60.0794,-60.0794,0
2012.25,-60.0667,-60.0667,0
2012.5,-60.0535,-60.0535,0
2012.75,-60.0396,-60.0396,0
2013,-60.0251,-60.0251,0
2013.25,-60.0101,-60.0101,0
2013.5,-59.9945,-59.9945,0
2013.75,-59.9783,-59.9783,0
2014,-59.9616,-59.9616,0
2014.25,-59.9444,-59.9444,0
2014.5,-59.9267,-59.9267,0
2014.75,-59.9085,-59.9085,0
2015,-59.8899,-59.8899,0
2015.25,-59.8707,-59.8707,0
2015.5,-59.8511,-59.8511,0
2015.75,-59.8311,-59.8311,0
2016,-59.8107,-59.8107,0
2016.25,-59.7898,-59.7898,0
2016.5,-59.7686,-59.7686,0
2016.75,-59.7469,-59.7469,0
2017,-59.7249,-59.7249,0
2017.25,-59.7025,-59.7025,0
2017.5,-59.6797,-59.6797,0
2017.75,-59.6566,-59.6566,0
2018,-59.6331,-59.6331,0
2018.25,-59.6093,-59.6093,0
2018.5,-59.5852,-59.5852,0
2018.75,-59.5607,-59.5607,0
2019,-59.536,-59.536,0
2019.25,-59.5109,-59.5109,0
2019.5,-59.4856,-59.4856,0
2019.75,-59.4599,-59.4599,0
2020,-59.434,-59.434,0
2020.25,-59.4078,-59.4078,0
2020.5,-59.3813,-59.3813,0
2020.75,-59.3546,-59.3546,0
2021,-59.3276,-59.3276,0
2021.25,-59.3004,-59.3004,0
2021.5,-59.2729,-59.2729,0
2021.75,-59.2452,-59.2452,0
2022,-59.2172,-59.2172,0
2022.25,-59.1891,-59.1891,0
2022.5,-59.1607,-59.1607,0
2022.75,-59.132,-59.132,0
2023,-59.1032,-59.1032,0
2023.25,-59.0742,-59.0742,0
2023.5,-59.0449,-59.0449,0
2023.75,-59.0155,-59.0155,0
2024,-58.9858,-58.9858,0
2024.25,-58.956,-58.956,0
2024.5,-58.9259,-58.9259,0
2024.75,-58.8957,-58.8957,0
2025,-58.8653,-58.8653,0
2025.25,-58.8347,-58.8347,0
2025.5,-58.804,-58.804,0
2025.75,-58.773,-58.773,0
2026,-58.7419,-58.7419,0
2026.25,-58.7107,-58.7107,0
2026.5,-58.6792,-58.6792,0
2026.75,-58.6476,-58.6476,0
2027,-58.6159,-58.6159,0
2027.25,-58.584,-58.584,0
2027.5,-58.5519,-58.5519,0
2027.75,-58.5197,-58.5197,0
2028,-58.4873,-58.4873,0
2028.25,-58.4548,-58.4548,0
2028.5,-58.4221,-58.4221,0
2028.75,-58.3893,-58.3893,0
2029,-58.3563,-58.3563,0
2029.25,-58.3232,-58.3232,0
2029.5,-58.2899,-58.2899,0
2029.75,-58.2566,-58.2566,0
2030,-58.223,-58.223,0
2030.25,-58.1894,-58.1894,0
2030.5,-58.1556,-58.1556,0
2030.75,-58.1216,-58.1216,0
2031,-58.0876,-58.0876,0
2031.25,-58.0534,-58.0534,0
2031.5,-58.019,-58.019,0
2031.75,-57.9846,-57.9846,0
2032,-57.95,-57.95,0
2032.25,-57.9152,-57.9152,0
2032.5,-57.8803,-57.8803,0
2032.75,-57.8454,-57.8454,0
2033,-57.8102,-57.8102,0
2033.25,-57.775,-57.775,0
2033.5,-57.7396,-57.7396,0
2033.75,-57.704,-57.704,0
2034,-57.6684,-57.6684,0
2034.25,-57.6326,-57.6326,0
2034.5,-57.5967,-57.5967,0
2034.75,-57.5606,-57.5606,0
2035,-57.5244,-57.5244,0
2035.25,-57.4881,-57.4881,0
2035.5,-57.4517,-57.4517,0
2035.75,-57.4151,-57.4151,0
2036,-57.3783,-57.3783,0
2036.25,-57.3414,-57.3414,0
2036.5,-57.3044,-57.3044,0
2036.75,-57.2673,-57.2673,0
2037,-57.23,-57.23,0
2037.25,-57.1925,-57.1925,0
2037.5,-57.155,-57.155,0
2037.75,-57.1172,-57.1172,0
2038,-57.0793,-57.0793,0
2038.25,-57.0413,-57.0413,0
2038.5,-57.0031,-57.0031,0
2038.75,-56.9647,-56.9647,0
2039,-56.9262,-56.9262,0
2039.25,-56.8876,-56.8876,0
2039.5,-56.8487,-56.8487,0
2039.75,-56.8097,-56.8097,0
2040,-56.7705,-56.7705,0
2040.25,-56.7312,-56.7312,0
2040.5,-56.6916,-56.6916,0
2040.75,-56.6519,-56.6519,0
2041,-56.612,-56.612,0
2041.25,-56.5719,-56.5719,0
2041.5,-56.5317,-56.5317,0
2041.75,-56.4912,-56.4912,0
2042,-56.4505,-56.4505,0
2042.25,-56.4096,-56.4096,0
2042.5,-56.3685,-56.3685,0
2042.75,-56.3271,-56.3271,0
2043,-56.2856,-56.2856,0
2043.25,-56.2438,-56.2438,0
2043.5,-56.2018,-56.2018,0
2043.75,-56.1595,-56.1595,0
2044,-56.117,-56.117,0
2044.25,-56.0742,-56.0742,0
2044.5,-56.0311,-56.0311,0
2044.75,-55.9878,-55.9878,0
2045,-55.9442,-55.9442,0
2045.25,-55.9003,-55.9003,0
2045.5,-55.8561,-55.8561,0
2045.75,-55.8116,-55.8116,0
2046,-55.7667,-55.7667,0
2046.25,-55.7216,-55.7216,0
2046.5,-55.676,-55.676,0
2046.75,-55.6302,-55.6302,0
2047,-55.5839,-55.5839,0
2047.25,-55.5373,-55.5373,0
2047.5,-55.4902,-55.4902,0
2047.75,-55.4428,-55.4428,0
2048,-55.3949,-55.3949,0
2048.25,-55.3465,-55.3465,0
2048.5,-55.2977,-55.2977,0
2048.75,-55.2484,-55.2484,0
2049,-55.1986,-55.1986,0
2049.25,-55.1483,-55.1483,0
2049.5,-55.0974,-55.0974,0
2049.75,-55.0459,-55.0459,0
2050,-54.9938,-54.9938,0
2050.25,-54.941,-54.941,0
2050.5,-54.8876,-54.8876,0
2050.75,-54.8335,-54.8335,0
2051,-54.7786,-54.7786,0
2051.25,-54.7229,-54.7229,0
2051.5,-54.6664,-54.6664,0
2051.75,-54.609,-54.609,0
2052,-54.5507,-54.5507,0
2052.25,-54.4914,-54.4914,0
2052.5,-54.431,-54.431,0
2052.75,-54.3695,-54.3695,0
2053,-54.3068,-54.3068,0
2053.25,-54.2429,-54.2429,0
2053.5,-54.1775,-54.1775,0
2053.75,-54.1107,-54.1107,0
2054,-54.0423,-54.0423,0
2054.25,-53.9722,-53.9722,0
2054.5,-53.9002,-53.9002,0
2054.75,-53.8262,-53.8262,0
2055,-53.75,-53.75,0
2055.25,-53.6713,-53.6713,0
2055.5,-53.59,-53.59,0
2055.75,-53.5057,-53.5057,0
2056,-53.4182,-53.4182,0
2056.25,-53.3269,-53.3269,0
2056.5,-53.2315,-53.2315,0
2056.75,-53.1314,-53.1314,0
2057,-53.026,-53.026,0
2057.25,-52.9142,-52.9142,0
2057.5,-52.7952,-52.7952,0
2057.75,-52.6676,-52.6676,0
2058,-52.5296,-52.5296,0
2058.25,-52.3789,-52.3789,0
2058.5,-52.2122,-52.2122,0
2058.75,-52.0251,-52.0251,0
2059,-51.8106,-51.8106,0
2059.25,-51.5581,-51.5581,0
2059.5,-51.2488,-51.2488,0
2059.75,-50.8469,-50.8469,0
2060,-50.2679,-50.2679,0
2060.25,-49.2214,-49.2214,0
2060.5,-43.711,-43.711,0
2060.75,23.0843,23.0843,0
2061,5.62616,5.62616,0
2061.25,-9.09208,-9.09208,0
2061.5,-19.7579,-19.7579,0
2061.75,-29.6289,-29.6289,0
2062,-40.5127,-40.5127,0
2062.25,-47.9188,-47.9188,0
2062.5,-51.1083,-51.1083,0
2062.75,-52.6067,-52.6067,0
2063,-53.3912,-53.3912,0
2063.25,-53.8341,-53.8341,0
2063.5,-54.1073,-54.1073,0
2063.75,-54.2971,-54.2971,0
2064,-54.449,-54.449,0
2064.25,-54.5867,-54.5867,0
2064.5,-54.7223,-54.7223,0
2064.75,-54.8614,-54.8614,0
2065,-55.0064,-55.0064,0
2065.25,-55.1573,-55.1573,0
2065.5,-55.3134,-55.3134,0
2065.75,-55.4737,-55.4737,0
2066,-55.6368,-55.6368,0
2066.25,-55.8013,-55.8013,0
2066.5,-55.9661,-55.9661,0
2066.75,-56.1302,-56.1302,0
2067,-56.2927,-56.2927,0
2067.25,-56.4527,-56.4527,0
2067.5,-56.6098,-56.6098,0
2067.75,-56.7634,-56.7634,0
2068,-56.9131,-56.9131,0
2068.25,-57.0588,-57.0588,0
2068.5,-57.2,-57.2,0
2068.75,-57.3368,-57.3368,0
2069,-57.4691,-57.4691,0
2069.25,-57.5967,-57.5967,0
2069.5,-57.7197,-57.7197,0
2069.75,-57.8381,-57.8381,0
2070,-57.9519,-57.9519,0
2070.25,-58.0612,-58.0612,0
2070.5,-58.1661,-58.1661,0
2070.75,-58.2666,-58.2666,0
2071,-58.3629,-58.3629,0
2071.25,-58.4551,-58.4551,0
2071.5,-58.5432,-58.5432,0
2071.75,-58.6275,-58.6275,0
2072,-58.7079,-58.7079,0
2072.25,-58.7846,-58.7846,0
2072.5,-58.8577,-58.8577,0
2072.75,-58.9274,-58.9274,0
2073,-58.9937,-58.9937,0
2073.25,-59.0567,-59.0567,0
2073.5,-59.1166,-59.1166,0
2073.75,-59.1734,-59.1734,0
2074,-59.2273,-59.2273,0
2074.25,-59.2784,-59.2784,0
2074.5,-59.3267,-59.3267,0
2074.75,-59.3723,-59.3723,0
2075,-59.4154,-59.4154,0
2075.25,-59.456,-59.456,0
2075.5,-59.4942,-59.4942,0
2075.75,-59.5301,-59.5301,0
2076,-59.5637,-59.5637,0
2076.25,-59.5952,-59.5952,0
2076.5,-59.6246,-59.6246,0
2076.75,-59.652,-59.652,0
2077,-59.6774,-59.6774,0
2077.25,-59.7009,-59.7009,0
2077.5,-59.7227,-59.7227,0
2077.75,-59.7427,-59.7427,0
2078,-59.7609,-59.7609,0
2078.25,-59.7776,-59.7776,0
2078.5,-59.7926,-59.7926,0
2078.75,-59.8061,-59.8061,0
2079,-59.8181,-59.8181,0
2079.25,-59.8287,-59.8287,0
2079.5,-59.8379,-59.8379,0
2079.75,-59.8458,-59.8458,0
2080,-59.8523,-59.8523,0
2080.25,-59.8576,-59.8576,0
2080.5,-59.8617,-59.8617,0
2080.75,-59.8646,-59.8646,0
2081,-59.8664,-59.8664,0
2081.25,-59.867,-59.867,0
2081.5,-59.8666,-59.8666,0
2081.75,-59.8651,-59.8651,0
2082,-59.8627,-59.8627,0
2082.25,-59.8592,-59.8592,0
2082.5,-59.8548,-59.8548,0
2082.75,-59.8495,-59.8495,0
2083,-59.8434,-59.8434,0
2083.25,-59.8363,-59.8363,0
2083.5,-59.8284,-59.8284,0
2083.75,-59.8197,-59.8197,0
