# kaynak veri/kopru/capraz_kontrol.npz; CSV 1/10 seyreltildi, PNG tam cozunurlukten cizildi; voltaj maks fark 0 mV
# dogrulama_capraz.png kaynak verisi
t_ms,v_hoc,v_py,fark_mV
1704,-57.4256,-57.4256,0
1704.25,-57.3962,-57.3962,0
1704.5,-57.3667,-57.3667,0
1704.75,-57.3372,-57.3372,0
1705,-57.3077,-57.3077,0
1705.25,-57.2781,-57.2781,0
1705.5,-57.2485,-57.2485,0
1705.75,-57.2188,-57.2188,0
1706,-57.1892,-57.1892,0
1706.25,-57.1595,-57.1595,0
1706.5,-57.1297,-57.1297,0
1706.75,-57.0999,-57.0999,0
1707,-57.0701,-57.0701,0
1707.25,-57.0403,-57.0403,0
1707.5,-57.0104,-57.0104,0
1707.75,-56.9804,-56.9804,0
1708,-56.9504,-56.9504,0
1708.25,-56.9204,-56.9204,0
1708.5,-56.8903,-56.8903,0
1708.75,-56.8602,-56.8602,0
1709,-56.83,-56.83,0
1709.25,-56.7998,-56.7998,0
1709.5,-56.7695,-56.7695,0
1709.75,-56.7391,-56.7391,0
1710,-56.7087,-56.7087,0
1710.25,-56.6783,-56.6783,0
1710.5,-56.6478,-56.6478,0
1710.75,-56.6172,-56.6172,0
1711,-56.5865,-56.5865,0
1711.25,-56.5558,-56.5558,0
1711.5,-56.5251,-56.5251,0
1711.75,-56.4942,-56.4942,0
1712,-56.4633,-56.4633,0
1712.25,-56.4323,-56.4323,0
1712.5,-56.4012,-56.4012,0
1712.75,-56.3701,-56.3701,0
1713,-56.3389,-56.3389,0
1713.25,-56.3075,-56.3075,0
1713.5,-56.2761,-56.2761,0
1713.75,-56.2447,-56.2447,0
1714,-56.2131,-56.2131,0
1714.25,-56.1814,-56.1814,0
1714.5,-56.1496,-56.1496,0
1714.75,-56.1177,-56.1177,0
1715,-56.0857,-56.0857,0
1715.25,-56.0536,-56.0536,0
1715.5,-56.0214,-56.0214,0
1715.75,-55.9891,-55.9891,0
1716,-55.9567,-55.9567,0
1716.25,-55.9241,-55.9241,0
1716.5,-55.8914,-55.8914,0
1716.75,-55.8586,-55.8586,0
1717,-55.8256,-55.8256,0
1717.25,-55.7925,-55.7925,0
1717.5,-55.7592,-55.7592,0
1717.75,-55.7258,-55.7258,0
1718,-55.6923,-55.6923,0
1718.25,-55.6585,-55.6585,0
1718.5,-55.6246,-55.6246,0
1718.75,-55.5906,-55.5906,0
1719,-55.5563,-55.5563,0
1719.25,-55.5219,-55.5219,0
1719.5,-55.4873,-55.4873,0
1719.75,-55.4525,-55.4525,0
1720,-55.4174,-55.4174,0
1720.25,-55.3822,-55.3822,0
1720.5,-55.3467,-55.3467,0
1720.75,-55.3111,-55.3111,0
1721,-55.2751,-55.2751,0
1721.25,-55.239,-55.239,0
1721.5,-55.2025,-55.2025,0
1721.75,-55.1658,-55.1658,0
1722,-55.1288,-55.1288,0
1722.25,-55.0916,-55.0916,0
1722.5,-55.054,-55.054,0
1722.75,-55.0161,-55.0161,0
1723,-54.9779,-54.9779,0
1723.25,-54.9394,-54.9394,0
1723.5,-54.9005,-54.9005,0
1723.75,-54.8612,-54.8612,0
1724,-54.8216,-54.8216,0
1724.25,-54.7815,-54.7815,0
1724.5,-54.7411,-54.7411,0
1724.75,-54.7002,-54.7002,0
1725,-54.6588,-54.6588,0
1725.25,-54.617,-54.617,0
1725.5,-54.5746,-54.5746,0
1725.75,-54.5317,-54.5317,0
1726,-54.4883,-54.4883,0
1726.25,-54.4442,-54.4442,0
1726.5,-54.3996,-54.3996,0
1726.75,-54.3543,-54.3543,0
1727,-54.3083,-54.3083,0
1727.25,-54.2616,-54.2616,0
1727.5,-54.2141,-54.2141,0
1727.75,-54.1658,-54.1658,0
1728,-54.1166,-54.1166,0
1728.25,-54.0665,-54.0665,0
1728.5,-54.0155,-54.0155,0
1728.75,-53.9633,-53.9633,0
1729,-53.9101,-53.9101,0
1729.25,-53.8557,-53.8557,0
1729.5,-53.7999,-53.7999,0
1729.75,-53.7428,-53.7428,0
1730,-53.6842,-53.6842,0
1730.25,-53.624,-53.624,0
1730.5,-53.562,-53.562,0
1730.75,-53.4981,-53.4981,0
1731,-53.4321,-53.4321,0
1731.25,-53.3638,-53.3638,0
1731.5,-53.2929,-53.2929,0
1731.75,-53.2192,-53.2192,0
1732,-53.1424,-53.1424,0
1732.25,-53.062,-53.062,0
1732.5,-52.9777,-52.9777,0
1732.75,-52.8889,-52.8889,0
1733,-52.7948,-52.7948,0
1733.25,-52.6948,-52.6948,0
1733.5,-52.5878,-52.5878,0
1733.75,-52.4724,-52.4724,0
1734,-52.3471,-52.3471,0
1734.25,-52.2094,-52.2094,0
1734.5,-52.0564,-52.0564,0
1734.75,-51.8837,-51.8837,0
1735,-51.6848,-51.6848,0
1735.25,-51.4495,-51.4495,0
1735.5,-51.1604,-51.1604,0
1735.75,-50.7845,-50.7845,0
1736,-50.2473,-50.2473,0
1736.25,-49.3118,-49.3118,0
1736.5,-45.7462,-45.7462,0
1736.75,18.6696,18.6696,0
1737,8.40189,8.40189,0
1737.25,-7.21468,-7.21468,0
1737.5,-18.3508,-18.3508,0
1737.75,-28.1997,-28.1997,0
1738,-39.102,-39.102,0
1738.25,-47.2751,-47.2751,0
1738.5,-50.8931,-50.8931,0
1738.75,-52.5809,-52.5809,0
1739,-53.4708,-53.4708,0
1739.25,-53.9824,-53.9824,0
1739.5,-54.3059,-54.3059,0
1739.75,-54.5365,-54.5365,0
1740,-54.7239,-54.7239,0
1740.25,-54.8943,-54.8943,0
1740.5,-55.0608,-55.0608,0
1740.75,-55.23,-55.23,0
1741,-55.4041,-55.4041,0
1741.25,-55.5836,-55.5836,0
1741.5,-55.7678,-55.7678,0
1741.75,-55.9554,-55.9554,0
1742,-56.1452,-56.1452,0
1742.25,-56.3357,-56.3357,0
1742.5,-56.5258,-56.5258,0
1742.75,-56.7145,-56.7145,0
1743,-56.9007,-56.9007,0
1743.25,-57.0837,-57.0837,0
1743.5,-57.263,-57.263,0
1743.75,-57.438,-57.438,0
1744,-57.6084,-57.6084,0
1744.25,-57.774,-57.774,0
1744.5,-57.9345,-57.9345,0
1744.75,-58.0898,-58.0898,0
1745,-58.2398,-58.2398,0
1745.25,-58.3846,-58.3846,0
1745.5,-58.5242,-58.5242,0
1745.75,-58.6585,-58.6585,0
1746,-58.7877,-58.7877,0
1746.25,-58.9118,-58.9118,0
1746.5,-59.031,-59.031,0
1746.75,-59.1454,-59.1454,0
1747,-59.2551,-59.2551,0
1747.25,-59.3601,-59.3601,0
1747.5,-59.4607,-59.4607,0
1747.75,-59.557,-59.557,0
1748,-59.649,-59.649,0
1748.25,-59.737,-59.737,0
1748.5,-59.8211,-59.8211,0
1748.75,-59.9013,-59.9013,0
1749,-59.9779,-59.9779,0
1749.25,-60.0508,-60.0508,0
1749.5,-60.1204,-60.1204,0
1749.75,-60.1866,-60.1866,0
1750,-60.2497,-60.2497,0
1750.25,-60.3096,-60.3096,0
1750.5,-60.3665,-60.3665,0
1750.75,-60.4206,-60.4206,0
1751,-60.4719,-60.4719,0
1751.25,-60.5205,-60.5205,0
1751.5,-60.5665,-60.5665,0
1751.75,-60.61,-60.61,0
1752,-60.6511,-60.6511,0
1752.25,-60.6898,-60.6898,0
1752.5,-60.7264,-60.7264,0
1752.75,-60.7607,-60.7607,0
1753,-60.793,-60.793,0
1753.25,-60.8232,-60.8232,0
1753.5,-60.8516,-60.8516,0
1753.75,-60.878,-60.878,0
1754,-60.9026,-60.9026,0
1754.25,-60.9255,-60.9255,0
1754.5,-60.9466,-60.9466,0
1754.75,-60.9662,-60.9662,0
1755,-60.9841,-60.9841,0
1755.25,-61.0006,-61.0006,0
1755.5,-61.0156,-61.0156,0
1755.75,-61.0291,-61.0291,0
1756,-61.0413,-61.0413,0
1756.25,-61.0521,-61.0521,0
1756.5,-61.0617,-61.0617,0
1756.75,-61.07,-61.07,0
1757,-61.0772,-61.0772,0
1757.25,-61.0831,-61.0831,0
1757.5,-61.088,-61.088,0
1757.75,-61.0918,-61.0918,0
1758,-61.0945,-61.0945,0
1758.25,-61.0962,-61.0962,0
1758.5,-61.0969,-61.0969,0
1758.75,-61.0967,-61.0967,0
1759,-61.0955,-61.0955,0
1759.25,-61.0935,-61.0935,0
1759.5,-61.0906,-61.0906,0
1759.75,-61.0869,-61.0869,0
1760,-61.0824,-61.0824,0
1760.25,-61.0771,-61.0771,0
1760.5,-61.071,-61.071,0
1760.75,-61.0642,-61.0642,0
1761,-61.0567,-61.0567,0
1761.25,-61.0485,-61.0485,0
1761.5,-61.0396,-61.0396,0
1761.75,-61.0301,-61.0301,0
1762,-61.02,-61.02,0
1762.25,-61.0092,-61.0092,0
1762.5,-60.9979,-60.9979,0
1762.75,-60.986,-60.986,0
1763,-60.9735,-60.9735,0
1763.25,-60.9606,-60.9606,0
1763.5,-60.947,-60.947,0
1763.75,-60.933,-60.933,0
1764,-60.9185,-60.9185,0
1764.25,-60.9036,-60.9036,0
1764.5,-60.8881,-60.8881,0
1764.75,-60.8722,-60.8722,0
1765,-60.8559,-60.8559,0
1765.25,-60.8392,-60.8392,0
1765.5,-60.822,-60.822,0
1765.75,-60.8045,-60.8045,0
1766,-60.7866,-60.7866,0
1766.25,-60.7683,-60.7683,0
1766.5,-60.7496,-60.7496,0
1766.75,-60.7306,-60.7306,0
1767,-60.7113,-60.7113,0
1767.25,-60.6916,-60.6916,0
1767.5,-60.6716,-60.6716,0
1767.75,-60.6513,-60.6513,0
1768,-60.6306,-60.6306,0
1768.25,-60.6097,-60.6097,0
1768.5,-60.5885,-60.5885,0
1768.75,-60.567,-60.567,0
1769,-60.5453,-60.5453,0
1769.25,-60.5233,-60.5233,0
1769.5,-60.501,-60.501,0
1769.75,-60.4785,-60.4785,0
1770,-60.4557,-60.4557,0
1770.25,-60.4327,-60.4327,0
1770.5,-60.4095,-60.4095,0
1770.75,-60.386,-60.386,0
1771,-60.3624,-60.3624,0
1771.25,-60.3385,-60.3385,0
1771.5,-60.3144,-60.3144,0
1771.75,-60.2902,-60.2902,0
1772,-60.2657,-60.2657,0
1772.25,-60.2411,-60.2411,0
1772.5,-60.2162,-60.2162,0
1772.75,-60.1912,-60.1912,0
1773,-60.166,-60.166,0
1773.25,-60.1407,-60.1407,0
1773.5,-60.1152,-60.1152,0
1773.75,-60.0895,-60.0895,0
1774,-60.0637,-60.0637,0
1774.25,-60.0377,-60.0377,0
1774.5,-60.0116,-60.0116,0
1774.75,-59.9854,-59.9854,0
1775,-59.959,-59.959,0
1775.25,-59.9325,-59.9325,0
1775.5,-59.9058,-59.9058,0
1775.75,-59.879,-59.879,0
1776,-59.8521,-59.8521,0
1776.25,-59.8251,-59.8251,0
1776.5,-59.7979,-59.7979,0
1776.75,-59.7707,-59.7707,0
1777,-59.7433,-59.7433,0
1777.25,-59.7158,-59.7158,0
1777.5,-59.6883,-59.6883,0
1777.75,-59.6606,-59.6606,0
1778,-59.6328,-59.6328,0
1778.25,-59.6049,-59.6049,0
1778.5,-59.5769,-59.5769,0
1778.75,-59.5489,-59.5489,0
1779,-59.5207,-59.5207,0
1779.25,-59.4925,-59.4925,0
1779.5,-59.4642,-59.4642,0
1779.75,-59.4358,-59.4358,0
1780,-59.4073,-59.4073,0
1780.25,-59.3787,-59.3787,0
1780.5,-59.3501,-59.3501,0
1780.75,-59.3213,-59.3213,0
1781,-59.2925,-59.2925,0
1781.25,-59.2637,-59.2637,0
1781.5,-59.2347,-59.2347,0
1781.75,-59.2057,-59.2057,0
1782,-59.1767,-59.1767,0
1782.25,-59.1475,-59.1475,0
1782.5,-59.1183,-59.1183,0
1782.75,-59.0891,-59.0891,0
1783,-59.0598,-59.0598,0
1783.25,-59.0304,-59.0304,0
1783.5,-59.0009,-59.0009,0
1783.75,-58.9715,-58.9715,0
1784,-58.9419,-58.9419,0
1784.25,-58.9123,-58.9123,0
1784.5,-58.8826,-58.8826,0
1784.75,-58.8529,-58.8529,0
1785,-58.8232,-58.8232,0
1785.25,-58.7934,-58.7934,0
1785.5,-58.7635,-58.7635,0
1785.75,-58.7336,-58.7336,0
1786,-58.7036,-58.7036,0
1786.25,-58.6736,-58.6736,0
1786.5,-58.6436,-58.6436,0
1786.75,-58.6134,-58.6134,0
1787,-58.5833,-58.5833,0
1787.25,-58.5531,-58.5531,0
1787.5,-58.5229,-58.5229,0
1787.75,-58.4926,-58.4926,0
1788,-58.4623,-58.4623,0
1788.25,-58.4319,-58.4319,0
1788.5,-58.4015,-58.4015,0
1788.75,-58.371,-58.371,0
1789,-58.3405,-58.3405,0
1789.25,-58.31,-58.31,0
1789.5,-58.2794,-58.2794,0
1789.75,-58.2488,-58.2488,0
1790,-58.2181,-58.2181,0
1790.25,-58.1874,-58.1874,0
1790.5,-58.1567,-58.1567,0
1790.75,-58.1259,-58.1259,0
1791,-58.0951,-58.0951,0
1791.25,-58.0642,-58.0642,0
1791.5,-58.0333,-58.0333,0
1791.75,-58.0023,-58.0023,0
1792,-57.9714,-57.9714,0
1792.25,-57.9403,-57.9403,0
1792.5,-57.9092,-57.9092,0
1792.75,-57.8781,-57.8781,0
1793,-57.847,-57.847,0
1793.25,-57.8158,-57.8158,0
1793.5,-57.7845,-57.7845,0
1793.75,-57.7532,-57.7532,0
1794,-57.7219,-57.7219,0
1794.25,-57.6905,-57.6905,0
1794.5,-57.6591,-57.6591,0
1794.75,-57.6276,-57.6276,0
1795,-57.5961,-57.5961,0
1795.25,-57.5645,-57.5645,0
1795.5,-57.5329,-57.5329,0
1795.75,-57.5012,-57.5012,0
1796,-57.4695,-57.4695,0
1796.25,-57.4377,-57.4377,0
1796.5,-57.4059,-57.4059,0
1796.75,-57.374,-57.374,0
1797,-57.3421,-57.3421,0
1797.25,-57.3101,-57.3101,0
1797.5,-57.2781,-57.2781,0
1797.75,-57.246,-57.246,0
1798,-57.2138,-57.2138,0
1798.25,-57.1816,-57.1816,0
1798.5,-57.1493,-57.1493,0
1798.75,-57.117,-57.117,0
1799,-57.0846,-57.0846,0
1799.25,-57.0521,-57.0521,0
1799.5,-57.0196,-57.0196,0
1799.75,-56.987,-56.987,0
1800,-56.9543,-56.9543,0
1800.25,-56.9216,-56.9216,0
1800.5,-56.8888,-56.8888,0
1800.75,-56.8559,-56.8559,0
1801,-56.8229,-56.8229,0
1801.25,-56.7899,-56.7899,0
1801.5,-56.7567,-56.7567,0
1801.75,-56.7235,-56.7235,0
1802,-56.6902,-56.6902,0
1802.25,-56.6568,-56.6568,0
1802.5,-56.6234,-56.6234,0
1802.75,-56.5898,-56.5898,0
1803,-56.5561,-56.5561,0
1803.25,-56.5224,-56.5224,0
1803.5,-56.4885,-56.4885,0
1803.75,-56.4545,-56.4545,0
1804,-56.4204,-56.4204,0
1804.25,-56.3862,-56.3862,0
1804.5,-56.3519,-56.3519,0
1804.75,-56.3175,-56.3175,0
1805,-56.283,-56.283,0
1805.25,-56.2483,-56.2483,0
1805.5,-56.2135,-56.2135,0
1805.75,-56.1786,-56.1786,0
1806,-56.1435,-56.1435,0
1806.25,-56.1083,-56.1083,0
1806.5,-56.073,-56.073,0
1806.75,-56.0375,-56.0375,0
1807,-56.0018,-56.0018,0
1807.25,-55.966,-55.966,0
1807.5,-55.93,-55.93,0
1807.75,-55.8939,-55.8939,0
1808,-55.8575,-55.8575,0
1808.25,-55.821,-55.821,0
1808.5,-55.7843,-55.7843,0
1808.75,-55.7474,-55.7474,0
1809,-55.7104,-55.7104,0
1809.25,-55.6731,-55.6731,0
1809.5,-55.6356,-55.6356,0
1809.75,-55.5978,-55.5978,0
1810,-55.5599,-55.5599,0
1810.25,-55.5216,-55.5216,0
1810.5,-55.4832,-55.4832,0
1810.75,-55.4445,-55.4445,0
1811,-55.4055,-55.4055,0
1811.25,-55.3663,-55.3663,0
1811.5,-55.3267,-55.3267,0
1811.75,-55.2869,-55.2869,0
1812,-55.2467,-55.2467,0
1812.25,-55.2062,-55.2062,0
1812.5,-55.1654,-55.1654,0
1812.75,-55.1243,-55.1243,0
1813,-55.0827,-55.0827,0
1813.25,-55.0408,-55.0408,0
1813.5,-54.9985,-54.9985,0
1813.75,-54.9558,-54.9558,0
1814,-54.9126,-54.9126,0
1814.25,-54.869,-54.869,0
1814.5,-54.8249,-54.8249,0
1814.75,-54.7803,-54.7803,0
1815,-54.7352,-54.7352,0
1815.25,-54.6896,-54.6896,0
1815.5,-54.6433,-54.6433,0
1815.75,-54.5965,-54.5965,0
1816,-54.549,-54.549,0
1816.25,-54.5008,-54.5008,0
1816.5,-54.452,-54.452,0
1816.75,-54.4024,-54.4024,0
1817,-54.3519,-54.3519,0
1817.25,-54.3007,-54.3007,0
1817.5,-54.2485,-54.2485,0
1817.75,-54.1954,-54.1954,0
1818,-54.1413,-54.1413,0
1818.25,-54.0861,-54.0861,0
1818.5,-54.0298,-54.0298,0
1818.75,-53.9722,-53.9722,0
1819,-53.9133,-53.9133,0
1819.25,-53.853,-53.853,0
1819.5,-53.7911,-53.7911,0
1819.75,-53.7275,-53.7275,0
1820,-53.6621,-53.6621,0
1820.25,-53.5947,-53.5947,0
1820.5,-53.5251,-53.5251,0
1820.75,-53.4532,-53.4532,0
1821,-53.3786,-53.3786,0
1821.25,-53.3011,-53.3011,0
1821.5,-53.2203,-53.2203,0
1821.75,-53.1359,-53.1359,0
1822,-53.0473,-53.0473,0
1822.25,-52.954,-52.954,0
1822.5,-52.8553,-52.8553,0
1822.75,-52.7503,-52.7503,0
1823,-52.638,-52.638,0
1823.25,-52.5169,-52.5169,0
1823.5,-52.3852,-52.3852,0
1823.75,-52.2405,-52.2405,0
1824,-52.0795,-52.0795,0
1824.25,-51.8972,-51.8972,0
1824.5,-51.6864,-51.6864,0
1824.75,-51.4356,-51.4356,0
1825,-51.1243,-51.1243,0
1825.25,-50.7127,-50.7127,0
1825.5,-50.1035,-50.1035,0
1825.75,-48.9364,-48.9364,0
1826,-40.8965,-40.8965,0
1826.25,22.3909,22.3909,0
1826.5,3.5451,3.5451,0
1826.75,-10.5702,-10.5702,0
1827,-21.008,-21.008,0
1827.25,-31.0401,-31.0401,0
1827.5,-41.8446,-41.8446,0
1827.75,-48.5553,-48.5553,0
1828,-51.4448,-51.4448,0
1828.25,-52.8416,-52.8416,0
1828.5,-53.5925,-53.5925,0
1828.75,-54.0311,-54.0311,0
1829,-54.3142,-54.3142,0
1829.25,-54.5212,-54.5212,0
1829.5,-54.694,-54.694,0
1829.75,-54.8543,-54.8543,0
1830,-55.0133,-55.0133,0
1830.25,-55.1759,-55.1759,0
1830.5,-55.344,-55.344,0
1830.75,-55.5175,-55.5175,0
1831,-55.6956,-55.6956,0
1831.25,-55.877,-55.877,0
1831.5,-56.0604,-56.0604,0
1831.75,-56.2445,-56.2445,0
1832,-56.4281,-56.4281,0
1832.25,-56.6101,-56.6101,0
1832.5,-56.7898,-56.7898,0
1832.75,-56.9663,-56.9663,0
1833,-57.1392,-57.1392,0
1833.25,-57.3079,-57.3079,0
1833.5,-57.4721,-57.4721,0
1833.75,-57.6316,-57.6316,0
1834,-57.7862,-57.7862,0
1834.25,-57.9357,-57.9357,0
1834.5,-58.0802,-58.0802,0
1834.75,-58.2196,-58.2196,0
1835,-58.3538,-58.3538,0
1835.25,-58.4831,-58.4831,0
1835.5,-58.6074,-58.6074,0
1835.75,-58.7267,-58.7267,0
1836,-58.8413,-58.8413,0
1836.25,-58.9512,-58.9512,0
1836.5,-59.0566,-59.0566,0
1836.75,-59.1574,-59.1574,0
1837,-59.254,-59.254,0
1837.25,-59.3463,-59.3463,0
1837.5,-59.4346,-59.4346,0
1837.75,-59.519,-59.519,0
1838,-59.5995,-59.5995,0
1838.25,-59.6763,-59.6763,0
1838.5,-59.7495,-59.7495,0
1838.75,-59.8193,-59.8193,0
1839,-59.8858,-59.8858,0
1839.25,-59.949,-59.949,0
1839.5,-60.0091,-60.0091,0
1839.75,-60.0662,-60.0662,0
1840,-60.1204,-60.1204,0
1840.25,-60.1718,-60.1718,0
1840.5,-60.2204,-60.2204,0
1840.75,-60.2665,-60.2665,0
1841,-60.3101,-60.3101,0
1841.25,-60.3512,-60.3512,0
1841.5,-60.3899,-60.3899,0
1841.75,-60.4264,-60.4264,0
1842,-60.4607,-60.4607,0
1842.25,-60.4929,-60.4929,0
1842.5,-60.5231,-60.5231,0
1842.75,-60.5513,-60.5513,0
1843,-60.5776,-60.5776,0
1843.25,-60.6021,-60.6021,0
1843.5,-60.6247,-60.6247,0
1843.75,-60.6457,-60.6457,0
1844,-60.6651,-60.6651,0
1844.25,-60.6828,-60.6828,0
1844.5,-60.699,-60.699,0
1844.75,-60.7137,-60.7137,0
1845,-60.7269,-60.7269,0
1845.25,-60.7388,-60.7388,0
1845.5,-60.7493,-60.7493,0
1845.75,-60.7586,-60.7586,0
1846,-60.7665,-60.7665,0
1846.25,-60.7733,-60.7733,0
1846.5,-60.7789,-60.7789,0
1846.75,-60.7833,-60.7833,0
1847,-60.7867,-60.7867,0
1847.25,-60.789,-60.789,0
1847.5,-60.7902,-60.7902,0
1847.75,-60.7905,-60.7905,0
1848,-60.7898,-60.7898,0
1848.25,-60.7881,-60.7881,0
1848.5,-60.7856,-60.7856,0
1848.75,-60.7821,-60.7821,0
1849,-60.7779,-60.7779,0
1849.25,-60.7728,-60.7728,0
1849.5,-60.7669,-60.7669,0
1849.75,-60.7603,-60.7603,0
1850,-60.7529,-60.7529,0
1850.25,-60.7447,-60.7447,0
1850.5,-60.7359,-60.7359,0
1850.75,-60.7264,-60.7264,0
1851,-60.7163,-60.7163,0
1851.25,-60.7055,-60.7055,0
1851.5,-60.694,-60.694,0
1851.75,-60.682,-60.682,0
1852,-60.6694,-60.6694,0
1852.25,-60.6563,-60.6563,0
1852.5,-60.6425,-60.6425,0
1852.75,-60.6283,-60.6283,0
1853,-60.6135,-60.6135,0
1853.25,-60.5983,-60.5983,0
1853.5,-60.5825,-60.5825,0
1853.75,-60.5663,-60.5663,0
1854,-60.5496,-60.5496,0
1854.25,-60.5325,-60.5325,0
1854.5,-60.5149,-60.5149,0
1854.75,-60.497,-60.497,0
1855,-60.4786,-60.4786,0
1855.25,-60.4598,-60.4598,0
1855.5,-60.4406,-60.4406,0
1855.75,-60.4211,-60.4211,0
1856,-60.4012,-60.4012,0
1856.25,-60.381,-60.381,0
1856.5,-60.3604,-60.3604,0
1856.75,-60.3394,-60.3394,0
1857,-60.3182,-60.3182,0
1857.25,-60.2966,-60.2966,0
1857.5,-60.2747,-60.2747,0
1857.75,-60.2526,-60.2526,0
1858,-60.2301,-60.2301,0
1858.25,-60.2074,-60.2074,0
1858.5,-60.1843,-60.1843,0
1858.75,-60.1611,-60.1611,0
1859,-60.1375,-60.1375,0
1859.25,-60.1137,-60.1137,0
1859.5,-60.0897,-60.0897,0
1859.75,-60.0654,-60.0654,0
1860,-60.0409,-60.0409,0
1860.25,-60.0162,-60.0162,0
1860.5,-59.9912,-59.9912,0
1860.75,-59.966,-59.966,0
1861,-59.9406,-59.9406,0
1861.25,-59.9151,-59.9151,0
1861.5,-59.8893,-59.8893,0
1861.75,-59.8633,-59.8633,0
1862,-59.8371,-59.8371,0
1862.25,-59.8108,-59.8108,0
1862.5,-59.7842,-59.7842,0
1862.75,-59.7575,-59.7575,0
1863,-59.7307,-59.7307,0
1863.25,-59.7036,-59.7036,0
1863.5,-59.6764,-59.6764,0
1863.75,-59.6491,-59.6491,0
1864,-59.6216,-59.6216,0
1864.25,-59.5939,-59.5939,0
1864.5,-59.5661,-59.5661,0
1864.75,-59.5382,-59.5382,0
1865,-59.5101,-59.5101,0
1865.25,-59.4818,-59.4818,0
1865.5,-59.4535,-59.4535,0
1865.75,-59.425,-59.425,0
1866,-59.3964,-59.3964,0
1866.25,-59.3676,-59.3676,0
1866.5,-59.3388,-59.3388,0
1866.75,-59.3098,-59.3098,0
1867,-59.2807,-59.2807,0
1867.25,-59.2515,-59.2515,0
1867.5,-59.2222,-59.2222,0
1867.75,-59.1928,-59.1928,0
1868,-59.1633,-59.1633,0
1868.25,-59.1336,-59.1336,0
1868.5,-59.1039,-59.1039,0
1868.75,-59.074,-59.074,0
1869,-59.0441,-59.0441,0
1869.25,-59.0141,-59.0141,0
1869.5,-58.984,-58.984,0
1869.75,-58.9537,-58.9537,0
1870,-58.9234,-58.9234,0
1870.25,-58.8931,-58.8931,0
1870.5,-58.8626,-58.8626,0
1870.75,-58.832,-58.832,0
1871,-58.8014,-58.8014,0
1871.25,-58.7706,-58.7706,0
1871.5,-58.7398,-58.7398,0
1871.75,-58.7089,-58.7089,0
1872,-58.6779,-58.6779,0
1872.25,-58.6469,-58.6469,0
1872.5,-58.6157,-58.6157,0
1872.75,-58.5845,-58.5845,0
1873,-58.5532,-58.5532,0
1873.25,-58.5219,-58.5219,0
1873.5,-58.4905,-58.4905,0
1873.75,-58.459,-58.459,0
1874,-58.4274,-58.4274,0
1874.25,-58.3957,-58.3957,0
1874.5,-58.364,-58.364,0
1874.75,-58.3322,-58.3322,0
1875,-58.3004,-58.3004,0
1875.25,-58.2684,-58.2684,0
1875.5,-58.2364,-58.2364,0
1875.75,-58.2044,-58.2044,0
1876,-58.1722,-58.1722,0
1876.25,-58.14,-58.14,0
1876.5,-58.1077,-58.1077,0
1876.75,-58.0754,-58.0754,0
1877,-58.043,-58.043,0
1877.25,-58.0105,-58.0105,0
1877.5,-57.978,-57.978,0
1877.75,-57.9454,-57.9454,0
1878,-57.9127,-57.9127,0
1878.25,-57.8799,-57.8799,0
1878.5,-57.8471,-57.8471,0
1878.75,-57.8142,-57.8142,0
1879,-57.7813,-57.7813,0
1879.25,-57.7482,-57.7482,0
1879.5,-57.7151,-57.7151,0
1879.75,-57.682,-57.682,0
1880,-57.6487,-57.6487,0
1880.25,-57.6154,-57.6154,0
1880.5,-57.582,-57.582,0
1880.75,-57.5486,-57.5486,0
1881,-57.515,-57.515,0
1881.25,-57.4814,-57.4814,0
1881.5,-57.4477,-57.4477,0
1881.75,-57.414,-57.414,0
1882,-57.3801,-57.3801,0
1882.25,-57.3462,-57.3462,0
1882.5,-57.3122,-57.3122,0
1882.75,-57.2781,-57.2781,0
1883,-57.244,-57.244,0
1883.25,-57.2097,-57.2097,0
1883.5,-57.1754,-57.1754,0
1883.75,-57.1409,-57.1409,0
1884,-57.1064,-57.1064,0
1884.25,-57.0718,-57.0718,0
1884.5,-57.0371,-57.0371,0
1884.75,-57.0023,-57.0023,0
1885,-56.9674,-56.9674,0
1885.25,-56.9324,-56.9324,0
1885.5,-56.8974,-56.8974,0
1885.75,-56.8622,-56.8622,0
1886,-56.8269,-56.8269,0
1886.25,-56.7914,-56.7914,0
1886.5,-56.7559,-56.7559,0
1886.75,-56.7203,-56.7203,0
1887,-56.6845,-56.6845,0
1887.25,-56.6487,-56.6487,0
1887.5,-56.6127,-56.6127,0
1887.75,-56.5766,-56.5766,0
1888,-56.5403,-56.5403,0
1888.25,-56.5039,-56.5039,0
1888.5,-56.4674,-56.4674,0
1888.75,-56.4308,-56.4308,0
1889,-56.394,-56.394,0
1889.25,-56.3571,-56.3571,0
1889.5,-56.32,-56.32,0
1889.75,-56.2827,-56.2827,0
1890,-56.2453,-56.2453,0
1890.25,-56.2077,-56.2077,0
1890.5,-56.17,-56.17,0
1890.75,-56.1321,-56.1321,0
1891,-56.094,-56.094,0
1891.25,-56.0557,-56.0557,0
1891.5,-56.0172,-56.0172,0
1891.75,-55.9786,-55.9786,0
1892,-55.9397,-55.9397,0
1892.25,-55.9006,-55.9006,0
1892.5,-55.8613,-55.8613,0
1892.75,-55.8218,-55.8218,0
1893,-55.782,-55.782,0
1893.25,-55.742,-55.742,0
1893.5,-55.7017,-55.7017,0
1893.75,-55.6612,-55.6612,0
