# t_s,f_TA_Hz,u_TA,akt_TA,Fkas_TA_N,f_Sol_Hz,u_Sol,akt_Sol,Fkas_Sol_N,f_IP_Hz,u_IP,akt_IP,Fkas_IP_N,f_VL_Hz,u_VL,akt_VL,Fkas_VL_N,hip_flx_derece,knee_flx_derece,ankle_flx_derece
2.118000,42.133523,0.489835,0.754418,5.161783,19.893319,0.801204,0.520577,0.647579,42.242278,0.793944,0.957777,13.343123,89.975797,1.000000,0.921072,10.321936,16.070267,-121.327240,22.102053
2.118150,42.007122,0.488365,0.753121,5.165694,19.833639,0.798800,0.522741,0.648647,42.115551,0.791562,0.956817,13.349907,89.705870,1.000000,0.921490,10.324430,16.063819,-121.318021,22.103869
2.118300,41.881101,0.486900,0.751825,5.172286,19.774138,0.796404,0.524864,0.649127,41.989204,0.789187,0.955849,13.356519,89.436752,1.000000,0.921906,10.326659,16.057418,-121.308623,22.102683
2.118450,41.755458,0.485440,0.750529,5.181622,19.714816,0.794014,0.526947,0.649005,41.863237,0.786820,0.954874,13.362956,89.168442,1.000000,0.922320,10.328655,16.051066,-121.299062,22.098395
2.118600,41.630191,0.483983,0.749234,5.193166,19.655671,0.791632,0.528991,0.648400,41.737647,0.784459,0.953892,13.369243,88.900936,1.000000,0.922731,10.330487,16.044744,-121.289378,22.091540
2.118750,41.505301,0.482531,0.747940,5.205904,19.596704,0.789257,0.530996,0.647532,41.612434,0.782106,0.952902,13.375430,88.634234,1.000000,0.923140,10.332249,16.038422,-121.279626,22.083160
2.118900,41.380785,0.481084,0.746646,5.218573,19.537914,0.786890,0.532963,0.646674,41.487597,0.779760,0.951905,13.381581,88.368331,1.000000,0.923547,10.334039,16.032059,-121.269862,22.074579
2.119050,41.256642,0.479640,0.745354,5.229924,19.479300,0.784529,0.534892,0.646096,41.363134,0.777420,0.950902,13.387753,88.103226,1.000000,0.923951,10.335937,16.025616,-121.260136,22.067117
2.119200,41.132872,0.478202,0.744062,5.238994,19.420863,0.782175,0.536785,0.646005,41.239045,0.775088,0.949891,13.393992,87.838916,1.000000,0.924353,10.337992,16.019063,-121.250478,22.061811
2.119350,41.009474,0.476767,0.742771,5.245303,19.362600,0.779829,0.538641,0.646502,41.115327,0.772763,0.948874,13.400318,87.575400,1.000000,0.924753,10.340213,16.012387,-121.240894,22.059196
2.119500,40.886445,0.475337,0.741481,5.248952,19.304512,0.777489,0.540461,0.647563,40.991981,0.770444,0.947850,13.406723,87.312673,1.000000,0.925151,10.342561,16.005590,-121.231364,22.059203
2.119650,40.763786,0.473911,0.740192,5.250589,19.246599,0.775157,0.542246,0.649046,40.869006,0.768133,0.946820,13.413169,87.050735,1.000000,0.925546,10.344966,15.998696,-121.221847,22.061176
2.119800,40.641495,0.472489,0.738904,5.251271,19.188859,0.772831,0.543996,0.650719,40.746399,0.765829,0.945783,13.419600,86.789583,1.000000,0.925939,10.347337,15.991740,-121.212290,22.064025
2.119950,40.519570,0.471071,0.737617,5.252228,19.131292,0.770513,0.545712,0.652316,40.624159,0.763531,0.944739,13.425952,86.529214,1.000000,0.926330,10.349582,15.984760,-121.202638,22.066464
2.120100,40.398012,0.469658,0.736330,5.254601,19.073898,0.768201,0.547394,0.653590,40.502287,0.761241,0.943689,13.432166,86.269627,1.000000,0.926719,10.351628,15.977794,-121.192846,22.067283
2.120250,40.276817,0.468249,0.735045,5.259195,19.016677,0.765897,0.549044,0.654369,40.380780,0.758957,0.942633,13.438200,86.010818,1.000000,0.927106,10.353434,15.970868,-121.182889,22.065614
2.120400,40.155987,0.466844,0.733760,5.266312,18.959627,0.763599,0.550660,0.654588,40.259638,0.756680,0.941571,13.444039,85.752785,1.000000,0.927490,10.355000,15.963991,-121.172766,22.061113
2.120550,40.035519,0.465444,0.732477,5.275691,18.902748,0.761308,0.552244,0.654307,40.138859,0.754410,0.940503,13.449695,85.495527,1.000000,0.927872,10.356367,15.957154,-121.162497,22.054025
2.120700,39.915413,0.464048,0.731195,5.286571,18.846040,0.759024,0.553796,0.653691,40.018442,0.752147,0.939429,13.455206,85.239040,1.000000,0.928253,10.357603,15.950334,-121.152122,22.045130
2.120850,39.795666,0.462655,0.729913,5.297862,18.789501,0.756747,0.555317,0.652978,39.898387,0.749890,0.938349,13.460627,84.983323,1.000000,0.928631,10.358793,15.943494,-121.141692,22.035561
2.121000,39.676279,0.461268,0.728633,5.308385,18.733133,0.754477,0.556807,0.652422,39.778692,0.747641,0.937264,13.466015,84.728373,1.000000,0.929007,10.360017,15.936597,-121.131253,22.026560
2.121150,39.557250,0.459884,0.727353,5.317128,18.676934,0.752214,0.558267,0.652241,39.659356,0.745398,0.936173,13.471420,84.474188,1.000000,0.929381,10.361334,15.929610,-121.120840,22.019208
2.121300,39.438579,0.458504,0.726075,5.323460,18.620903,0.749957,0.559697,0.652570,39.540378,0.743162,0.935076,13.476873,84.220766,1.000000,0.929752,10.362770,15.922513,-121.110471,22.014192
2.121450,39.320263,0.457129,0.724798,5.327264,18.565040,0.747707,0.561097,0.653430,39.421756,0.740932,0.933973,13.482377,83.968103,1.000000,0.930122,10.364313,15.915300,-121.100138,22.011665
2.121600,39.202302,0.455757,0.723522,5.328954,18.509345,0.745464,0.562467,0.654730,39.303491,0.738709,0.932865,13.487911,83.716199,1.000000,0.930490,10.365915,15.907985,-121.089817,22.011217
2.121750,39.084695,0.454390,0.722247,5.329383,18.453817,0.743228,0.563809,0.656282,39.185581,0.736493,0.931752,13.493431,83.465050,1.000000,0.930855,10.367508,15.900593,-121.079466,22.011976
2.121900,38.967441,0.453027,0.720973,5.329650,18.398455,0.740998,0.565123,0.657848,39.068024,0.734284,0.930634,13.498882,83.214655,1.000000,0.931219,10.369014,15.893159,-121.069039,22.012793
2.122050,38.850539,0.451668,0.719700,5.330864,18.343260,0.738775,0.566408,0.659188,38.950820,0.732081,0.929510,13.504209,82.965011,1.000000,0.931581,10.370363,15.885717,-121.058494,22.012500
2.122200,38.733987,0.450313,0.718428,5.333901,18.288230,0.736559,0.567666,0.660114,38.833967,0.729885,0.928382,13.509369,82.716116,1.000000,0.931940,10.371512,15.878292,-121.047805,22.010163
2.122350,38.617785,0.448962,0.717158,5.339215,18.233366,0.734349,0.568897,0.660529,38.717465,0.727695,0.927248,13.514340,82.467968,1.000000,0.932298,10.372448,15.870899,-121.036961,22.005279
2.122500,38.501932,0.447615,0.715888,5.346749,18.178665,0.732146,0.570101,0.660448,38.601313,0.725512,0.926109,13.519127,102.220564,1.000000,0.932654,10.373193,15.863534,-121.025976,21.997886
2.122650,38.386426,0.446272,0.714620,5.355947,18.124129,0.729949,0.571278,0.659995,38.485509,0.723335,0.924966,13.523757,101.913902,1.000000,0.933007,10.373800,15.856179,-121.014877,21.988543
2.122800,38.271267,0.444933,0.713353,5.365889,18.069757,0.727760,0.572429,0.659368,38.370053,0.721165,0.923818,13.528277,101.608161,1.000000,0.933359,10.374336,15.848803,-121.003706,21.978208
2.122950,38.156453,0.443598,0.712087,5.375540,18.015548,0.725576,0.573554,0.658805,38.254942,0.719002,0.922665,13.532740,101.303336,1.000000,0.933709,10.374872,15.841370,-120.992501,21.968018
2.123100,38.041984,0.442268,0.710823,5.383933,17.961501,0.723400,0.574653,0.658521,38.140178,0.716845,0.921508,13.537195,100.999426,1.000000,0.934057,10.375461,15.833849,-120.981297,21.959045
2.123250,37.927858,0.440941,0.709559,5.390336,17.907617,0.721229,0.575728,0.658672,38.025757,0.714694,0.920346,13.541676,100.696428,1.000000,0.934402,10.376134,15.826216,-120.970111,21.952065
2.123400,37.814074,0.439618,0.708297,5.394461,17.853894,0.719066,0.576777,0.659314,37.911680,0.712550,0.919179,13.546194,100.394339,1.000000,0.934746,10.400935,15.818462,-120.958943,21.947391
2.123550,37.700632,0.438299,0.707036,5.396549,17.800332,0.716909,0.577802,0.660388,37.797945,0.710413,0.918008,13.550744,100.093156,1.000000,0.935089,10.401310,15.810589,-120.947737,21.944782
2.123700,37.587530,0.436984,0.705777,5.397265,17.746931,0.714758,0.578802,0.661746,37.684551,0.708281,0.916833,13.555295,99.792876,1.000000,0.935429,10.401597,15.802614,-120.936448,21.943549
2.123850,37.474767,0.435673,0.704519,5.397555,17.693690,0.712614,0.579779,0.663182,37.571497,0.706156,0.915654,13.559797,99.493497,1.000000,0.935767,10.401739,15.794569,-120.925040,21.942704
2.124000,37.362343,0.434366,0.703262,5.398443,17.640609,0.710476,0.580732,0.664472,37.458783,0.704038,0.914470,13.564195,99.195017,1.000000,0.936104,10.401689,15.786486,-120.913483,21.941170
2.124150,37.250256,0.433063,0.702006,5.400816,17.587687,0.708344,0.581661,0.665428,37.346406,0.701926,0.913283,13.568442,98.897432,1.000000,0.936438,10.401415,15.778393,-120.901759,21.938008
2.124300,37.138505,0.431764,0.700752,5.405222,17.534924,0.706219,0.582567,0.665933,37.234367,0.699820,0.912091,13.572510,98.600740,1.000000,0.936771,10.400918,15.770308,-120.889864,21.932631
2.124450,37.027090,0.430469,0.699499,5.411759,17.482320,0.704101,0.583451,0.665971,37.122664,0.697721,0.910896,13.576392,98.304937,1.000000,0.937102,10.400228,15.762236,-120.877816,21.924922
2.124600,36.916009,0.429177,0.698247,5.420053,17.429873,0.701988,0.584312,0.665627,37.011296,0.695627,0.909696,13.580103,98.010023,1.000000,0.937431,10.399400,15.754164,-120.865645,21.915257
2.124750,36.805261,0.427890,0.696996,5.429351,17.377583,0.699882,0.585151,0.665065,36.900262,0.693541,0.908493,13.583679,97.715993,1.000000,0.937759,10.398504,15.746069,-120.853392,21.904420
2.124900,36.694845,0.426606,0.695747,5.438683,17.325450,0.697783,0.585967,0.664496,36.789561,0.691460,0.907286,13.587162,97.422845,1.000000,0.938084,10.397614,15.737923,-120.841101,21.893419
2.125050,36.584760,0.425326,0.694500,5.447083,17.273474,0.695689,0.586762,0.664126,36.679193,0.689386,0.906075,13.590596,97.130576,1.000000,0.938408,10.396791,15.729697,-120.828808,21.883272
2.125200,36.475006,0.424050,0.693254,5.453798,17.221654,0.693602,0.587536,0.664116,36.569155,0.687317,0.904861,13.594013,96.839184,1.000000,0.938730,10.396070,15.721367,-120.816534,21.874774
2.125350,36.365581,0.422778,0.692009,5.458451,17.169989,0.691521,0.588288,0.664543,36.459448,0.685255,0.903644,13.597426,96.548667,1.000000,0.939050,10.395460,15.712925,-120.804286,21.868333
2.125500,36.256484,0.421510,0.690765,5.461116,17.118479,0.689447,0.589019,0.665386,36.350069,0.683200,0.902422,13.600824,96.259021,1.000000,0.939369,10.394935,15.704373,-120.792049,21.863886
2.125650,36.147715,0.420245,0.689523,5.462296,17.067123,0.687379,0.589730,0.666530,36.241019,0.681150,0.901198,13.604177,95.970244,1.000000,0.939685,10.394446,15.695731,-120.779797,21.860914
2.125800,36.039272,0.418984,0.688282,5.462810,17.015922,0.685316,0.590420,0.667798,36.132296,0.679107,0.899970,13.607441,95.682333,1.000000,0.940000,10.393933,15.687024,-120.767492,21.858565
2.125950,35.931154,0.417728,0.687043,5.463603,16.964874,0.683260,0.591090,0.668983,36.023899,0.677069,0.898739,13.610564,95.395286,1.000000,0.940314,10.393334,15.678283,-120.755099,21.855847
2.126100,35.823360,0.416474,0.685805,5.465542,16.913979,0.681211,0.591740,0.669899,35.915828,0.675038,0.897504,13.613502,95.109100,1.000000,0.940625,10.392600,15.669536,-120.742589,21.851844
2.126250,35.715890,0.415225,0.684569,5.469217,16.863237,0.679167,0.592370,0.670420,35.808080,0.673013,0.896267,13.616224,94.823773,1.000000,0.940935,10.391707,15.660801,-120.729944,21.845923
2.126400,35.608743,0.413979,0.683334,5.474820,16.812648,0.677130,0.592980,0.670509,35.700656,0.670994,0.895026,13.618720,94.539301,1.000000,0.941243,10.390657,15.652083,-120.717167,21.837868
2.126550,35.501916,0.412737,0.682101,5.482103,16.762210,0.675098,0.593571,0.670221,35.593554,0.668981,0.893783,13.621002,94.255684,1.000000,0.941550,10.389480,15.643374,-120.704273,21.827921
2.126700,35.395411,0.411499,0.680869,5.490437,16.711923,0.673073,0.594143,0.669695,35.486773,0.666974,0.892536,13.623100,93.972917,1.000000,0.941854,10.388223,15.634653,-120.691288,21.816729
2.126850,35.289224,0.410265,0.679638,5.498960,16.661787,0.671054,0.594696,0.669118,35.380313,0.664973,0.891287,13.625057,93.690998,1.000000,0.942158,10.386940,15.625893,-120.678246,21.805189
2.127000,35.183357,0.409034,0.678409,5.506768,16.611802,0.669040,0.595231,0.668684,35.274172,0.662978,0.890035,13.626917,93.409925,1.000000,0.942459,10.385681,15.617063,-120.665174,21.794249
2.127150,35.077807,0.407807,0.677181,5.513116,16.561967,0.667033,0.595747,0.668552,35.168349,0.660989,0.888780,13.628713,93.129695,1.000000,0.942759,10.384479,15.608139,-120.652094,21.784696
2.127300,34.972573,0.406583,0.675955,5.517583,16.512281,0.665032,0.596244,0.668809,35.062844,0.659006,0.887522,13.630466,92.850306,1.000000,0.943057,10.383343,15.599108,-120.639011,21.776985
2.127450,34.867655,0.405364,0.674731,5.520160,16.462744,0.663037,0.596724,0.669454,34.957656,0.657029,0.886262,13.632174,92.571755,1.000000,0.943354,10.382257,15.589967,-120.625916,21.771141
2.127600,34.763052,0.404147,0.673508,5.521243,16.413356,0.661048,0.597185,0.670397,34.852783,0.655058,0.884999,13.633814,92.294040,1.000000,0.943649,10.381181,15.580728,-120.612787,21.766760
2.127750,34.658763,0.402935,0.672286,5.521546,16.364116,0.659065,0.597629,0.671482,34.748225,0.653093,0.883733,13.635351,92.017158,1.000000,0.943942,10.380065,15.571413,-120.599593,21.763103
2.127900,34.554787,0.401726,0.671066,5.521935,16.315023,0.657088,0.598056,0.672520,34.643980,0.651134,0.882465,13.636741,91.741106,1.000000,0.944234,10.378856,15.562048,-120.586304,21.759263
2.128050,34.451123,0.400521,0.669848,5.523233,16.266078,0.655116,0.598465,0.673334,34.540048,0.649180,0.881195,13.637943,91.465883,1.000000,0.944524,10.377511,15.552655,-120.572894,21.754369
2.128200,34.347769,0.399319,0.668631,5.526040,16.217280,0.653151,0.598857,0.673795,34.436428,0.647233,0.879922,13.638929,91.191485,1.000000,0.944813,10.376008,15.543254,-120.559346,21.747779
2.128350,34.244726,0.398121,0.667416,5.530597,16.168628,0.651192,0.599232,0.673854,34.333118,0.645291,0.878647,13.639686,90.917911,1.000000,0.945100,10.374345,15.533850,-120.545661,21.739220
2.128500,34.141992,0.396927,0.666202,5.536741,16.120122,0.649238,0.599591,0.673547,34.230119,0.643355,0.877370,13.640224,90.645157,1.000000,0.945385,10.372547,15.524435,-120.531852,21.728846
2.128650,34.039566,0.395736,0.664990,5.543941,16.071762,0.647290,0.599933,0.672990,34.127429,0.641425,0.876090,13.640569,90.373222,1.000000,0.945669,10.370655,15.514994,-120.517940,21.717194
2.128800,33.937447,0.394549,0.663779,5.551424,16.023547,0.645348,0.600258,0.672352,34.025046,0.639501,0.874808,13.640757,90.102102,1.000000,0.945952,10.368717,15.505499,-120.503955,21.705065
2.128950,33.835635,0.393365,0.662570,5.558353,15.975476,0.643412,0.600568,0.671813,33.922971,0.637582,0.873524,13.640828,89.831796,1.000000,0.946233,10.369141,15.495924,-120.489922,21.693336
2.129100,33.734128,0.392185,0.661363,5.564014,15.927550,0.641482,0.600861,0.671525,33.821202,0.635670,0.872239,13.640817,89.562300,1.000000,0.946512,10.367192,15.486246,-120.475857,21.682761
2.129250,33.632926,0.391009,0.660157,5.567969,15.879767,0.639558,0.601138,0.671581,33.719739,0.633763,0.870951,13.640740,89.293613,1.000000,0.946790,10.365277,15.476450,-120.461766,21.673811
2.129400,33.532027,0.389836,0.658953,5.570152,15.832128,0.637639,0.601400,0.671991,33.618580,0.631861,0.869661,13.640598,89.025732,1.000000,0.947066,10.363384,15.466533,-120.447642,21.666574
2.129550,33.431431,0.388666,0.657750,5.570881,15.784631,0.635726,0.601646,0.672685,33.517724,0.629966,0.868369,13.640371,88.758655,1.000000,0.947341,10.361483,15.456507,-120.433466,21.660734
2.129700,33.331136,0.387500,0.656549,5.570776,15.737277,0.633819,0.601877,0.673528,33.417171,0.628076,0.867076,13.640025,88.492379,1.000000,0.947615,10.359529,15.446389,-120.419215,21.655649
2.129850,33.231143,0.386338,0.655350,5.570623,15.690065,0.631918,0.602093,0.674348,33.316919,0.626192,0.865780,13.639517,88.226902,1.000000,0.947886,10.357478,15.436205,-120.404859,21.650501
2.130000,33.131450,0.385179,0.654152,5.571188,15.642995,0.630022,0.602293,0.674979,33.216968,0.624313,0.864483,13.638808,87.962221,1.000000,0.948157,10.355293,15.425978,-120.390377,21.644477
2.130150,33.032055,0.384023,0.652956,5.573053,15.596066,0.628132,0.602479,0.675297,33.117318,0.622440,0.863185,13.637867,87.698335,1.000000,0.948426,10.352951,15.415728,-120.375755,21.636954
2.130300,32.932959,0.382871,0.651761,5.576480,15.549278,0.626247,0.602650,0.675244,33.017966,0.620573,0.861884,13.636678,87.435240,1.000000,0.948693,10.350453,15.405461,-120.360990,21.627633
2.130450,32.834160,0.381723,0.650569,5.581359,15.502630,0.624369,0.602806,0.674847,32.918912,0.618711,0.860582,13.635246,87.172934,1.000000,0.948959,10.347820,15.395174,-120.346096,21.616608
2.130600,32.735658,0.380577,0.649377,5.587238,15.456122,0.622495,0.602948,0.674203,32.820155,0.616855,0.859279,13.633592,86.911415,1.000000,0.949224,10.345089,15.384854,-120.331091,21.604332
2.130750,32.637451,0.379436,0.648188,5.593424,15.409754,0.620628,0.603076,0.673461,32.721694,0.615004,0.857973,13.631746,86.650681,1.000000,0.949487,10.342304,15.374479,-120.316003,21.591515
2.130900,32.539538,0.378297,0.647000,5.599150,15.363525,0.618766,0.603189,0.672788,32.623529,0.613159,0.856667,13.629743,86.390729,1.000000,0.949749,10.339509,15.364024,-120.300856,21.578960
2.131050,32.441920,0.377162,0.645814,5.603742,15.317434,0.616910,0.603289,0.672328,32.525659,0.611320,0.855359,13.627613,86.131557,1.000000,0.950009,10.336734,15.353468,-120.285668,21.567380
2.131200,32.344594,0.376031,0.644629,5.606770,15.271482,0.615059,0.603374,0.672172,32.428082,0.609486,0.854050,13.625373,85.873162,1.000000,0.950268,10.333991,15.342798,-120.270446,21.557238
2.131350,32.247560,0.374903,0.643446,5.608146,15.225667,0.613214,0.603446,0.672337,32.330798,0.607657,0.852739,13.623022,85.615543,1.000000,0.950526,10.331272,15.332012,-120.255188,21.548648
2.131500,32.150818,0.373778,0.642265,5.608133,15.179990,0.611374,0.603505,0.672767,32.233805,0.605834,0.851427,13.620546,105.358696,1.000000,0.950782,10.328551,15.321116,-120.239876,21.541356
2.131650,32.054365,0.372657,0.641086,5.607283,15.134450,0.609540,0.603550,0.673341,32.137104,0.604017,0.850114,13.617913,105.042620,1.000000,0.951037,10.325789,15.310129,-120.224489,21.534796
2.131800,31.958202,0.371539,0.639908,5.606306,15.089047,0.607711,0.603581,0.673904,32.040692,0.602205,0.848799,13.615086,104.727492,1.000000,0.951291,10.322945,15.299071,-120.209001,21.528229
2.131950,31.862327,0.370424,0.638732,5.605910,15.043780,0.605888,0.603600,0.674303,31.944570,0.600398,0.847484,13.612029,104.413310,1.000000,0.951543,10.319983,15.287965,-120.193392,21.520905
2.132100,31.766740,0.369313,0.637557,5.606638,14.998649,0.604071,0.603605,0.674421,31.848737,0.598597,0.846167,13.608714,104.100070,1.000000,0.951793,10.316881,15.276826,-120.177646,21.512238
2.132250,31.671440,0.368205,0.636385,5.608751,14.953653,0.602258,0.603601,0.674200,31.753190,0.596801,0.844849,13.605129,103.787769,1.000000,0.952043,10.313636,15.265663,-120.161762,21.501930
2.132400,31.576426,0.367100,0.635214,5.612166,14.908792,0.600452,0.603589,0.673658,31.657931,0.595011,0.843531,13.601277,103.476406,1.000000,0.952291,10.310263,15.254471,-120.145746,21.490038
2.132550,31.481697,0.365999,0.634044,5.616487,14.864065,0.598650,0.603569,0.672879,31.562957,0.593226,0.842211,13.597176,103.165977,1.000000,0.952538,10.306793,15.243238,-120.129615,21.476952
2.132700,31.387251,0.364901,0.632877,5.621092,14.819473,0.596854,0.603542,0.671999,31.468268,0.591446,0.840890,13.592858,102.856479,1.000000,0.952783,10.303262,15.231944,-120.113392,21.463308
2.132850,31.293090,0.363806,0.631711,5.625279,14.775015,0.595064,0.603508,0.671167,31.373863,0.589672,0.839568,13.588355,102.547910,1.000000,0.953027,10.299707,15.220566,-120.097096,21.449833
2.133000,31.199210,0.362715,0.630547,5.628428,14.730690,0.593279,0.603466,0.670518,31.279742,0.587903,0.838246,13.583695,102.240266,1.000000,0.953270,10.296154,15.209083,-120.080744,21.437186
2.133150,31.105613,0.361627,0.629384,5.630137,14.686498,0.591499,0.603417,0.670138,31.185903,0.586139,0.836923,13.578897,101.933545,1.000000,0.953511,10.292614,15.197483,-120.064342,21.425806
2.133300,31.012296,0.360542,0.628224,5.630310,14.642438,0.589724,0.603361,0.670048,31.092345,0.584381,0.835598,13.573963,101.627744,1.000000,0.953752,10.289080,15.185761,-120.047885,21.415819
2.133450,30.919259,0.359460,0.627065,5.629173,14.598511,0.587955,0.603297,0.670201,30.999068,0.582628,0.834274,13.568879,101.322861,1.000000,0.953991,10.285528,15.173922,-120.031360,21.407014
2.133600,30.826501,0.358382,0.625907,5.627216,14.554715,0.586191,0.603227,0.670491,30.906071,0.580880,0.832948,13.563621,101.018893,1.000000,0.954228,10.281923,15.161982,-120.014747,21.398894
2.133750,30.734022,0.357307,0.624752,5.625080,14.511051,0.584433,0.603149,0.670778,30.813352,0.579137,0.831622,13.558156,100.715836,1.000000,0.954465,10.278230,15.149959,-119.998024,21.390796
2.133900,30.641820,0.356235,0.623598,5.623409,14.467518,0.582679,0.603064,0.670923,30.720912,0.577400,0.830295,13.552451,100.413688,1.000000,0.954700,10.274415,15.137872,-119.981170,21.382040
2.134050,30.549894,0.355166,0.622446,5.622701,14.424115,0.580931,0.602972,0.670818,30.628750,0.575667,0.828967,13.546483,100.112447,1.000000,0.954933,10.270459,15.125736,-119.964174,21.372080
2.134200,30.458245,0.354101,0.621296,5.623202,14.380843,0.579189,0.602873,0.670406,30.536863,0.573940,0.827639,13.540240,99.812110,1.000000,0.955166,10.266359,15.113559,-119.947030,21.360633
2.134350,30.366870,0.353038,0.620147,5.624848,14.337701,0.577451,0.602768,0.669701,30.445253,0.572219,0.826310,13.533726,99.512674,1.000000,0.955397,10.262126,15.101338,-119.929747,21.347729
2.134500,30.275769,0.351979,0.619001,5.627290,14.294687,0.575719,0.602655,0.668776,30.353917,0.570502,0.824981,13.526958,99.214136,1.000000,0.955627,10.257786,15.089061,-119.912338,21.333706
2.134650,30.184942,0.350923,0.617856,5.629972,14.251803,0.573991,0.602536,0.667748,30.262855,0.568790,0.823651,13.519962,98.916493,1.000000,0.955856,10.253374,15.076711,-119.894821,21.319122
2.134800,30.094387,0.349871,0.616713,5.632266,14.209048,0.572270,0.602410,0.666754,30.172067,0.567084,0.822321,13.512769,98.619744,1.000000,0.956084,10.248920,15.064267,-119.877215,21.304629
2.134950,30.004104,0.348821,0.615571,5.633614,14.166421,0.570553,0.602277,0.665914,30.081551,0.565383,0.820991,13.505406,98.323884,1.000000,0.956311,10.244448,15.051712,-119.859533,21.290823
2.135100,29.914092,0.347775,0.614432,5.633649,14.123922,0.568841,0.602138,0.665309,29.991306,0.563687,0.819660,13.497888,98.028913,1.000000,0.956536,10.239969,15.039033,-119.841783,21.278109
2.135250,29.824349,0.346731,0.613294,5.632282,14.081550,0.567135,0.601992,0.664961,29.901332,0.561996,0.818329,13.490219,97.734826,1.000000,0.956760,10.235478,15.026226,-119.823960,21.266612
2.135400,29.734876,0.345691,0.612158,5.629711,14.039305,0.565433,0.601840,0.664830,29.811628,0.560310,0.816997,13.482389,97.441622,1.000000,0.956983,10.230955,15.013296,-119.806054,21.256158
2.135550,29.645672,0.344654,0.611023,5.626370,13.997187,0.563737,0.601681,0.664822,29.722193,0.558629,0.815666,13.474374,97.149297,1.000000,0.957204,10.226372,15.000256,-119.788046,21.246314
2.135700,29.556735,0.343620,0.609891,5.622831,13.955196,0.562046,0.601516,0.664815,29.633027,0.556953,0.814333,13.466148,96.857849,1.000000,0.957425,10.221696,14.987123,-119.769919,21.236493
2.135850,29.468064,0.342589,0.608760,5.619667,13.913330,0.560359,0.601344,0.664685,29.544127,0.555282,0.813001,13.457682,96.567275,1.000000,0.957644,10.216900,14.973914,-119.751654,21.226088
2.136000,29.379660,0.341561,0.607631,5.617324,13.871590,0.558678,0.601166,0.664333,29.455495,0.553616,0.811669,13.448956,96.277573,1.000000,0.957862,10.211968,14.960643,-119.733240,21.214609
2.136150,29.291521,0.340537,0.606504,5.616021,13.829975,0.557002,0.600982,0.663708,29.367129,0.551955,0.810336,13.439961,95.988741,1.000000,0.958079,10.206894,14.947316,-119.714675,21.201794
2.136300,29.203647,0.339515,0.605378,5.615703,13.788485,0.555331,0.600792,0.662820,29.279027,0.550299,0.809004,13.430699,95.700775,1.000000,0.958295,10.201692,14.933931,-119.695964,21.187659
2.136450,29.116036,0.338496,0.604255,5.616061,13.747120,0.553665,0.600595,0.661730,29.191190,0.548649,0.807671,13.421189,95.413672,1.000000,0.958510,10.196382,14.920480,-119.677118,21.172493
2.136600,29.028688,0.337481,0.603133,5.616604,13.705879,0.552004,0.600393,0.660544,29.103617,0.547003,0.806338,13.411454,95.127431,1.000000,0.958723,10.190995,14.906946,-119.658154,21.156786
2.136750,28.941602,0.336469,0.602013,5.616779,13.664761,0.550348,0.600184,0.659380,29.016306,0.545362,0.805005,13.401523,94.842049,1.000000,0.958936,10.185556,14.893311,-119.639088,21.141113
2.136900,28.854777,0.335459,0.600895,5.616092,13.623767,0.548697,0.599969,0.658346,28.929257,0.543725,0.803673,13.391421,94.557523,1.000000,0.959147,10.180088,14.879560,-119.619930,21.126002
2.137050,28.768212,0.334453,0.599778,5.614225,13.582895,0.547051,0.599749,0.657515,28.842469,0.542094,0.802340,13.381162,94.273850,1.000000,0.959357,10.174599,14.865682,-119.600687,21.111814
2.137200,28.681908,0.333449,0.598664,5.611102,13.542147,0.545410,0.599522,0.656907,28.755942,0.540468,0.801007,13.370752,93.991029,1.000000,0.959566,10.169085,14.851672,-119.581357,21.098671
2.137350,28.595862,0.332449,0.597551,5.606900,13.501520,0.543774,0.599290,0.656488,28.669674,0.538847,0.799674,13.360184,93.709056,1.000000,0.959774,10.163531,14.837536,-119.561929,21.086424
2.137500,28.510075,0.331452,0.596440,5.602007,13.461016,0.542143,0.599052,0.656179,28.583665,0.537230,0.798342,13.349438,93.427928,1.000000,0.959981,10.157912,14.823282,-119.542388,21.074701
2.137650,28.424544,0.330457,0.595331,5.596923,13.420633,0.540516,0.598808,0.655872,28.497914,0.535618,0.797009,13.338494,93.147645,1.000000,0.960187,10.152200,14.808927,-119.522718,21.062990
2.137800,28.339271,0.329466,0.594223,5.592153,13.380371,0.538895,0.598558,0.655458,28.412420,0.534012,0.795677,13.327329,92.868202,1.000000,0.960391,10.146373,14.794485,-119.502905,21.050757
2.137950,28.254253,0.328478,0.593118,5.588084,13.340230,0.537278,0.598303,0.654850,28.327183,0.532410,0.794345,13.315926,92.589597,1.000000,0.960595,10.140414,14.779968,-119.482938,21.037573
2.138100,28.169490,0.327492,0.592014,5.584905,13.300209,0.535666,0.598042,0.654002,28.242201,0.530812,0.793013,13.304279,92.311828,1.000000,0.960797,10.134322,14.765381,-119.462815,21.023200
2.138250,28.084982,0.326510,0.590912,5.582565,13.260308,0.534059,0.597776,0.652921,28.157475,0.529220,0.791682,13.292394,92.034893,1.000000,0.960999,10.128105,14.750723,-119.442539,21.007648
2.138400,28.000727,0.325530,0.589812,5.580793,13.220527,0.532457,0.597504,0.651662,28.073002,0.527632,0.790351,13.280287,91.758788,1.000000,0.961199,10.121781,14.735986,-119.422120,20.991164
